time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,num_schools,headcount,perm_excl,perm_excl_rate,suspension,susp_rate,,
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,State-funded primary,54,17161,1,0.00583,182,1.06054,97,0.56524
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,State-funded primary,47,23020,0,0,102,0.44309,83,0.36056
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,State-funded secondary,13,15279,24,0.15708,887,5.80535,642,4.20185
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Special,4,716,2,0.27933,43,6.00559,25,3.49162
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,State-funded primary,98,22911,1,0.00436,319,1.39234,143,0.62415
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Special,20,3315,0,0,158,4.76621,85,2.5641
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Special,5,595,0,0,28,4.70588,17,2.85714
Academic year,202021,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,State-funded secondary,9,11989,40,0.33364,1813,15.1222,702,5.85537
Academic year,202021,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,State-funded secondary,16,13810,26,0.18827,931,6.74149,529,3.83056
Academic year,202021,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,State-funded primary,45,12818,3,0.0234,50,0.39008,33,0.25745
Academic year,202021,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Total,58,21625,25,0.11561,4006,18.52486,983,4.54566
Academic year,202021,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,State-funded primary,60,19618,3,0.01529,144,0.73402,68,0.34662
Academic year,202021,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,State-funded secondary,13,11844,20,0.16886,2139,18.05978,809,6.83046
Academic year,202021,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Total,77,32069,23,0.07172,2328,7.25935,899,2.80333
Academic year,202021,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Total,254,72954,50,0.06854,3516,4.81948,1664,2.28089
Academic year,202021,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Special,2,305,0,0,0,0,0,0
Academic year,202021,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Total,164,45552,37,0.08123,2131,4.67817,979,2.14919
Academic year,202021,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,State-funded primary,50,14624,0,0,109,0.74535,72,0.49234
Academic year,202021,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Special,14,1664,0,0,162,9.73558,76,4.56731
Academic year,202021,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Total,166,74566,41,0.05498,2405,3.22533,1526,2.04651
Academic year,202021,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Total,67,27020,11,0.04071,1231,4.55588,626,2.3168
Academic year,202021,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,State-funded primary,75,22799,0,0,105,0.46055,63,0.27633
Academic year,202021,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,State-funded secondary,20,22231,19,0.08547,1444,6.49543,885,3.98093
Academic year,202021,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,State-funded primary,97,30301,5,0.0165,372,1.22768,199,0.65674
Academic year,202021,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,State-funded secondary,33,33258,34,0.10223,3371,10.13591,1990,5.98352
Academic year,202021,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Total,104,44938,29,0.06453,1389,3.09093,812,1.80693
Academic year,202021,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,State-funded primary,76,23986,4,0.01668,155,0.64621,93,0.38773
Academic year,202021,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,State-funded secondary,14,15631,29,0.18553,1472,9.41718,841,5.38033
Academic year,202021,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Total,92,42510,17,0.03999,1022,2.40414,661,1.55493
Academic year,202021,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,State-funded primary,101,27682,2,0.00722,296,1.06929,157,0.56716
Academic year,202021,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,State-funded secondary,19,19182,41,0.21374,1721,8.97195,892,4.65019
Academic year,202021,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Total,126,47721,43,0.09011,2078,4.35448,1087,2.27782
Academic year,202021,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Special,4,409,0,0,135,33.00733,53,12.95844
Academic year,202021,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,State-funded primary,130,28855,0,0,236,0.81788,130,0.45053
Academic year,202021,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,State-funded secondary,20,21064,29,0.13768,1778,8.44094,852,4.04482
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,State-funded primary,100,28170,1,0.00355,311,1.10401,165,0.58573
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Total,127,47205,23,0.04872,5826,12.34191,1787,3.78562
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,State-funded secondary,17,18775,18,0.09587,2206,11.74967,967,5.15047
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,State-funded secondary,37,40620,37,0.09109,4526,11.14229,2531,6.23092
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,State-funded primary,82,19452,7,0.03599,294,1.51141,135,0.69402
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,State-funded secondary,14,16818,27,0.16054,1997,11.87418,1018,6.05304
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,State-funded primary,143,38665,1,0.00259,548,1.4173,253,0.65434
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,State-funded secondary,28,27773,30,0.10802,2709,9.75408,1300,4.68081
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Total,144,45220,16,0.03538,1679,3.71296,898,1.98585
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Special,2,303,0,0,1,0.33003,1,0.33003
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,State-funded secondary,46,44772,82,0.18315,4272,9.54168,1970,4.40007
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,State-funded secondary,47,43272,6,0.01387,2560,5.91607,1403,3.24228
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Total,99,47094,69,0.14652,5338,11.33478,2156,4.57808
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Special,15,2118,0,0,114,5.38244,59,2.78565
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,State-funded primary,257,65887,7,0.01062,877,1.33107,428,0.6496
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,State-funded primary,85,33026,0,0,425,1.28686,208,0.62981
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Total,115,57523,19,0.03303,2403,4.17746,1402,2.43729
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,State-funded secondary,15,18179,22,0.12102,1229,6.76055,725,3.98812
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,State-funded primary,85,28970,7,0.02416,205,0.70763,135,0.466
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,State-funded primary,71,26441,11,0.0416,186,0.70345,110,0.41602
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Special,4,370,0,0,7,1.89189,6,1.62162
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Special,10,1646,1,0.06075,68,4.13123,39,2.36938
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Special,3,371,0,0,8,2.15633,8,2.15633
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,State-funded secondary,15,12872,28,0.21753,712,5.53139,454,3.52704
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,State-funded secondary,14,17540,17,0.09692,1695,9.66363,922,5.25656
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Total,548,216295,59,0.02728,8683,4.01442,4691,2.1688
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,State-funded secondary,82,89442,41,0.04584,4524,5.05803,2792,3.12158
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,State-funded primary,351,66662,31,0.0465,1476,2.21415,700,1.05007
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Special,11,1300,1,0.07692,155,11.92308,46,3.53846
Academic year,202021,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,State-funded secondary,14,20718,0,0,1474,7.11459,765,3.69244
Academic year,202021,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Total,66,31648,4,0.01264,1400,4.42366,704,2.22447
Academic year,202021,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Special,4,622,0,0,12,1.92926,12,1.92926
Academic year,202021,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Total,62,26809,6,0.02238,1319,4.91999,638,2.3798
Academic year,202021,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Total,63,22545,18,0.07984,672,2.98071,414,1.83633
Academic year,202021,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,State-funded primary,40,13936,0,0,158,1.13375,86,0.61711
Academic year,202021,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,State-funded secondary,18,20669,6,0.02903,2103,10.17466,1030,4.98331
Academic year,202021,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,State-funded primary,240,54641,4,0.00732,823,1.50619,405,0.7412
Academic year,202021,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Total,297,97133,15,0.01544,4286,4.41251,2118,2.18052
Academic year,202021,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Special,14,2044,0,0,63,3.08219,44,2.15264
Academic year,202021,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Total,1,259,0,0,0,0,0,0
Academic year,202021,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Special,3,500,0,0,45,9,26,5.2
Academic year,202021,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Total,82,27394,16,0.05841,1900,6.93583,809,2.9532
Academic year,202021,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Special,11,1133,1,0.08826,86,7.59047,35,3.08914
Academic year,202021,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Total,140,61128,7,0.01145,3680,6.02015,1728,2.82686
Academic year,202021,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Special,5,550,0,0,37,6.72727,19,3.45455
Academic year,202021,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Special,7,725,1,0.13793,127,17.51724,54,7.44828
Academic year,202021,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Special,14,1469,2,0.13615,81,5.51396,59,4.01634
Academic year,202021,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Special,7,706,0,0,102,14.44759,54,7.64873
Academic year,202021,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Special,3,569,2,0.35149,253,44.46397,70,12.30228
Academic year,202021,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,State-funded primary,30,10599,5,0.04717,206,1.94358,98,0.92462
Academic year,202021,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Special,4,431,0,0,3,0.69606,3,0.69606
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,State-funded secondary,10,10360,17,0.16409,627,6.05212,427,4.12162
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Total,90,54095,20,0.03697,1080,1.99649,832,1.53803
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,State-funded primary,69,29589,0,0,107,0.36162,85,0.28727
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,State-funded primary,51,24069,3,0.01246,128,0.5318,90,0.37392
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Total,49,26512,12,0.04526,351,1.32393,259,0.97692
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Special,4,603,0,0,7,1.16086,7,1.16086
Academic year,202021,Regional,E92000001,England,E12000002,North West,,,,State-funded secondary,467,450307,644,0.14301,38925,8.6441,20965,4.65571
Academic year,202021,Regional,E92000001,England,E12000002,North West,,,,Total,3089,1121504,706,0.06295,45931,4.09548,24724,2.20454
Academic year,202021,Regional,E92000001,England,E12000004,East Midlands,,,,Special,85,10513,1,0.00951,450,4.28041,251,2.38752
